=== ss snapshots started at 2025-10-02T15:17:50Z ===
Command: ss -tan state time-wait
Interval: 10s


--- 2025-10-02T15:17:50Z ---
Recv-Q Send-Q Local Address:Port  Peer Address:Port Process
0      0          10.42.0.1:54930  10.42.0.245:8181        
0      0          10.42.0.1:40358  10.42.0.244:10254       
0      0          10.42.0.1:59094  10.42.0.244:10254       
0      0          10.42.0.1:45868  10.42.0.250:10250       
0      0          10.42.0.1:59946  10.42.0.246:7472        
0      0          10.42.0.1:34994  10.42.0.246:7472        
0      0          10.42.0.1:55358  10.42.0.248:8080        
=== ss snapshots started at 2025-10-02T15:40:18Z ===
Command: ss -tan state time-wait
Interval: 10s


--- 2025-10-02T15:40:18Z ---
Recv-Q Send-Q Local Address:Port  Peer Address:Port Process
0      0          10.42.0.1:48276  10.42.0.248:8080        
0      0          10.42.0.1:47706  10.42.0.245:8181        
0      0          10.42.0.1:44870  10.42.0.248:8080        
0      0          10.42.0.1:58764  10.42.0.250:10250       
0      0          10.42.0.1:54556  10.42.0.248:8080        
0      0          10.42.0.1:56606  10.42.0.245:8181        
0      0          10.42.0.1:38726  10.42.0.245:8181        
0      0          10.42.0.1:35526  10.42.0.244:10254       
0      0          10.42.0.1:42120  10.42.0.248:8080        
0      0          10.42.0.1:59864  10.42.0.245:8181        
0      0          10.42.0.1:49830  10.42.0.246:7472        
0      0          10.42.0.1:56608  10.42.0.245:8181        
=== ss snapshots started at 2025-10-02T15:42:11Z ===
Command: ss -tan state time-wait
Interval: 10s


--- 2025-10-02T15:42:11Z ---
Recv-Q Send-Q Local Address:Port  Peer Address:Port Process
0      0          10.42.0.1:56782  10.42.0.245:8181        
0      0          10.42.0.1:34320  10.42.0.244:10254       
0      0          10.42.0.1:59716  10.42.0.246:7472        
0      0          10.42.0.1:56776  10.42.0.248:8080        
0      0          10.42.0.1:56798  10.42.0.245:8181        
0      0          10.42.0.1:46450  10.42.0.248:8080        
0      0          10.42.0.1:32790  10.42.0.246:7472        
0      0          10.42.0.1:56172  10.42.0.244:10254       
0      0          10.42.0.1:46458  10.42.0.248:8080        
0      0          10.42.0.1:56776  10.42.0.245:8181        
0      0          10.42.0.1:57406  10.42.0.246:7472        

--- 2025-10-02T15:42:21Z ---
Recv-Q Send-Q  Local Address:Port    Peer Address:Port Process
0      0      142.93.239.222:33700 142.93.239.222:443         
0      0      142.93.239.222:55582 142.93.239.222:443         
0      0      142.93.239.222:43084 142.93.239.222:443         
0      0      142.93.239.222:34650 142.93.239.222:443         
0      0      142.93.239.222:33492 142.93.239.222:443         
0      0      142.93.239.222:36580 142.93.239.222:443         
0      0      142.93.239.222:35394 142.93.239.222:443         
0      0      142.93.239.222:40858 142.93.239.222:443         
0      0      142.93.239.222:37556 142.93.239.222:443         
0      0      142.93.239.222:41814 142.93.239.222:443         
0      0      142.93.239.222:43128 142.93.239.222:443         
0      0      142.93.239.222:36134 142.93.239.222:443         
0      0      142.93.239.222:33794 142.93.239.222:443         
0      0      142.93.239.222:41254 142.93.239.222:443         
0      0      142.93.239.222:35378 142.93.239.222:443         
0      0      142.93.239.222:37010 142.93.239.222:443         
0      0      142.93.239.222:42918 142.93.239.222:443         
0      0      142.93.239.222:39942 142.93.239.222:443         
0      0      142.93.239.222:42642 142.93.239.222:443         
0      0      142.93.239.222:57024 142.93.239.222:443         
0      0      142.93.239.222:39280 142.93.239.222:443         
0      0      142.93.239.222:43432 142.93.239.222:443         
0      0      142.93.239.222:45738 142.93.239.222:443         
0      0      142.93.239.222:41984 142.93.239.222:443         
0      0      142.93.239.222:54288 142.93.239.222:443         
0      0      142.93.239.222:43148 142.93.239.222:443         
0      0      142.93.239.222:53642 142.93.239.222:443         
0      0      142.93.239.222:37498 142.93.239.222:443         
0      0      142.93.239.222:42884 142.93.239.222:443         
0      0      142.93.239.222:46038 142.93.239.222:443         
0      0      142.93.239.222:41120 142.93.239.222:443         
0      0      142.93.239.222:45230 142.93.239.222:443         
0      0      142.93.239.222:37156 142.93.239.222:443         
0      0      142.93.239.222:33494 142.93.239.222:443         
0      0      142.93.239.222:37870 142.93.239.222:443         
0      0      142.93.239.222:42730 142.93.239.222:443         
0      0      142.93.239.222:33548 142.93.239.222:443         
0      0      142.93.239.222:37928 142.93.239.222:443         
0      0      142.93.239.222:45212 142.93.239.222:443         
0      0      142.93.239.222:40926 142.93.239.222:443         
0      0      142.93.239.222:56444 142.93.239.222:443         
0      0      142.93.239.222:45882 142.93.239.222:443         
0      0      142.93.239.222:33326 142.93.239.222:443         
0      0      142.93.239.222:41734 142.93.239.222:443         
0      0      142.93.239.222:36728 142.93.239.222:443         
0      0      142.93.239.222:43684 142.93.239.222:443         
0      0      142.93.239.222:35424 142.93.239.222:443         
0      0      142.93.239.222:37042 142.93.239.222:443         
0      0      142.93.239.222:57720 142.93.239.222:443         
0      0      142.93.239.222:36872 142.93.239.222:443         
0      0      142.93.239.222:55184 142.93.239.222:443         
0      0      142.93.239.222:35446 142.93.239.222:443         
0      0      142.93.239.222:36112 142.93.239.222:443         
0      0      142.93.239.222:36720 142.93.239.222:443         
0      0      142.93.239.222:35216 142.93.239.222:443         
0      0      142.93.239.222:44644 142.93.239.222:443         
0      0      142.93.239.222:35304 142.93.239.222:443         
0      0      142.93.239.222:55566 142.93.239.222:443         
0      0      142.93.239.222:57080 142.93.239.222:443         
0      0      142.93.239.222:33758 142.93.239.222:443         
0      0      142.93.239.222:42928 142.93.239.222:443         
0      0      142.93.239.222:42874 142.93.239.222:443         
0      0      142.93.239.222:35522 142.93.239.222:443         
0      0      142.93.239.222:41014 142.93.239.222:443         
0      0      142.93.239.222:33922 142.93.239.222:443         
0      0      142.93.239.222:35042 142.93.239.222:443         
0      0      142.93.239.222:53658 142.93.239.222:443         
0      0      142.93.239.222:44120 142.93.239.222:443         
0      0      142.93.239.222:42492 142.93.239.222:443         
0      0      142.93.239.222:36792 142.93.239.222:443         
0      0      142.93.239.222:54760 142.93.239.222:443         
0      0      142.93.239.222:37068 142.93.239.222:443         
0      0      142.93.239.222:33336 142.93.239.222:443         
0      0      142.93.239.222:41056 142.93.239.222:443         
0      0      142.93.239.222:36072 142.93.239.222:443         
0      0      142.93.239.222:35370 142.93.239.222:443         
0      0      142.93.239.222:40848 142.93.239.222:443         
0      0      142.93.239.222:41920 142.93.239.222:443         
0      0      142.93.239.222:41358 142.93.239.222:443         
0      0      142.93.239.222:44668 142.93.239.222:443         
0      0      142.93.239.222:42514 142.93.239.222:443         
0      0      142.93.239.222:37886 142.93.239.222:443         
0      0      142.93.239.222:33622 142.93.239.222:443         
0      0      142.93.239.222:56096 142.93.239.222:443         
0      0      142.93.239.222:54556 142.93.239.222:443         
0      0      142.93.239.222:43052 142.93.239.222:443         
0      0      142.93.239.222:33360 142.93.239.222:443         
0      0      142.93.239.222:54534 142.93.239.222:443         
0      0      142.93.239.222:40528 142.93.239.222:443         
0      0      142.93.239.222:36696 142.93.239.222:443         
0      0      142.93.239.222:43464 142.93.239.222:443         
0      0      142.93.239.222:39054 142.93.239.222:443         
0      0      142.93.239.222:36422 142.93.239.222:443         
0      0      142.93.239.222:44730 142.93.239.222:443         
0      0      142.93.239.222:55622 142.93.239.222:443         
0      0      142.93.239.222:42506 142.93.239.222:443         
0      0      142.93.239.222:33406 142.93.239.222:443         
0      0      142.93.239.222:40118 142.93.239.222:443         
0      0      142.93.239.222:55170 142.93.239.222:443         
0      0      142.93.239.222:42058 142.93.239.222:443         
0      0      142.93.239.222:39388 142.93.239.222:443         
0      0      142.93.239.222:55508 142.93.239.222:443         
0      0      142.93.239.222:34136 142.93.239.222:443         
0      0      142.93.239.222:34740 142.93.239.222:443         
0      0      142.93.239.222:54316 142.93.239.222:443         
0      0      142.93.239.222:41224 142.93.239.222:443         
0      0      142.93.239.222:57338 142.93.239.222:443         
0      0      142.93.239.222:57944 142.93.239.222:443         
0      0      142.93.239.222:40530 142.93.239.222:443         
0      0      142.93.239.222:35460 142.93.239.222:443         
0      0      142.93.239.222:43056 142.93.239.222:443         
0      0           10.42.0.1:56798    10.42.0.245:8181        
0      0      142.93.239.222:54576 142.93.239.222:443         
0      0      142.93.239.222:36858 142.93.239.222:443         
0      0      142.93.239.222:38792 142.93.239.222:443         
0      0      142.93.239.222:57280 142.93.239.222:443         
0      0      142.93.239.222:40232 142.93.239.222:443         
0      0      142.93.239.222:44732 142.93.239.222:443         
0      0      142.93.239.222:43646 142.93.239.222:443         
0      0      142.93.239.222:37796 142.93.239.222:443         
0      0      142.93.239.222:39598 142.93.239.222:443         
0      0      142.93.239.222:33688 142.93.239.222:443         
0      0           10.42.0.1:32790    10.42.0.246:7472        
0      0      142.93.239.222:37468 142.93.239.222:443         
0      0      142.93.239.222:53950 142.93.239.222:443         
0      0      142.93.239.222:37836 142.93.239.222:443         
0      0      142.93.239.222:35836 142.93.239.222:443         
0      0      142.93.239.222:38986 142.93.239.222:443         
0      0      142.93.239.222:40934 142.93.239.222:443         
0      0      142.93.239.222:43520 142.93.239.222:443         
0      0      142.93.239.222:58020 142.93.239.222:443         
0      0      142.93.239.222:33774 142.93.239.222:443         
0      0      142.93.239.222:42372 142.93.239.222:443         
0      0      142.93.239.222:36812 142.93.239.222:443         
0      0      142.93.239.222:54594 142.93.239.222:443         
0      0      142.93.239.222:55822 142.93.239.222:443         
0      0      142.93.239.222:39588 142.93.239.222:443         
0      0      142.93.239.222:42650 142.93.239.222:443         
0      0      142.93.239.222:42942 142.93.239.222:443         
0      0      142.93.239.222:34688 142.93.239.222:443         
0      0      142.93.239.222:37518 142.93.239.222:443         
0      0      142.93.239.222:39958 142.93.239.222:443         
0      0      142.93.239.222:53154 142.93.239.222:443         
0      0      142.93.239.222:38944 142.93.239.222:443         
0      0      142.93.239.222:55858 142.93.239.222:443         
0      0      142.93.239.222:55974 142.93.239.222:443         
0      0      142.93.239.222:44746 142.93.239.222:443         
0      0      142.93.239.222:39676 142.93.239.222:443         
0      0      142.93.239.222:56112 142.93.239.222:443         
0      0      142.93.239.222:45924 142.93.239.222:443         
0      0      142.93.239.222:37282 142.93.239.222:443         
0      0      142.93.239.222:37322 142.93.239.222:443         
0      0      142.93.239.222:44190 142.93.239.222:443         
0      0      142.93.239.222:54544 142.93.239.222:443         
0      0      142.93.239.222:55378 142.93.239.222:443         
0      0      142.93.239.222:54564 142.93.239.222:443         
0      0      142.93.239.222:37516 142.93.239.222:443         
0      0      142.93.239.222:34182 142.93.239.222:443         
0      0      142.93.239.222:43048 142.93.239.222:443         
0      0      142.93.239.222:38604 142.93.239.222:443         
0      0      142.93.239.222:33430 142.93.239.222:443         
0      0      142.93.239.222:33714 142.93.239.222:443         
0      0      142.93.239.222:43144 142.93.239.222:443         
0      0      142.93.239.222:39302 142.93.239.222:443         
0      0      142.93.239.222:34690 142.93.239.222:443         
0      0      142.93.239.222:44902 142.93.239.222:443         
0      0      142.93.239.222:33896 142.93.239.222:443         
0      0      142.93.239.222:39768 142.93.239.222:443         
0      0      142.93.239.222:42998 142.93.239.222:443         
0      0      142.93.239.222:40394 142.93.239.222:443         
0      0      142.93.239.222:37546 142.93.239.222:443         
0      0      142.93.239.222:37808 142.93.239.222:443         
0      0      142.93.239.222:36176 142.93.239.222:443         
0      0      142.93.239.222:37924 142.93.239.222:443         
0      0      142.93.239.222:38666 142.93.239.222:443         
0      0      142.93.239.222:40960 142.93.239.222:443         
0      0      142.93.239.222:40492 142.93.239.222:443         
0      0      142.93.239.222:55398 142.93.239.222:443         
0      0      142.93.239.222:35384 142.93.239.222:443         
0      0      142.93.239.222:42948 142.93.239.222:443         
0      0      142.93.239.222:45256 142.93.239.222:443         
0      0      142.93.239.222:37126 142.93.239.222:443         
0      0      142.93.239.222:44934 142.93.239.222:443         
0      0      142.93.239.222:37378 142.93.239.222:443         
0      0      142.93.239.222:58006 142.93.239.222:443         
0      0      142.93.239.222:35416 142.93.239.222:443         
0      0      142.93.239.222:45396 142.93.239.222:443         
0      0      142.93.239.222:41122 142.93.239.222:443         
0      0      142.93.239.222:41008 142.93.239.222:443         
0      0      142.93.239.222:43538 142.93.239.222:443         
0      0      142.93.239.222:34104 142.93.239.222:443         
0      0      142.93.239.222:36278 142.93.239.222:443         
0      0      142.93.239.222:54970 142.93.239.222:443         
0      0      142.93.239.222:40346 142.93.239.222:443         
0      0      142.93.239.222:54374 142.93.239.222:443         
0      0      142.93.239.222:55066 142.93.239.222:443         
0      0      142.93.239.222:53566 142.93.239.222:443         
0      0      142.93.239.222:54840 142.93.239.222:443         
0      0      142.93.239.222:41250 142.93.239.222:443         
0      0      142.93.239.222:40086 142.93.239.222:443         
0      0      142.93.239.222:36682 142.93.239.222:443         
0      0      142.93.239.222:54946 142.93.239.222:443         
0      0      142.93.239.222:43110 142.93.239.222:443         
0      0      142.93.239.222:57648 142.93.239.222:443         
0      0      142.93.239.222:35686 142.93.239.222:443         
0      0      142.93.239.222:42750 142.93.239.222:443         
0      0      142.93.239.222:40374 142.93.239.222:443         
0      0      142.93.239.222:45284 142.93.239.222:443         
0      0      142.93.239.222:57362 142.93.239.222:443         
0      0      142.93.239.222:44148 142.93.239.222:443         
0      0      142.93.239.222:57420 142.93.239.222:443         
0      0      142.93.239.222:33826 142.93.239.222:443         
0      0      142.93.239.222:40950 142.93.239.222:443         
0      0      142.93.239.222:43224 142.93.239.222:443         
0      0      142.93.239.222:44636 142.93.239.222:443         
0      0      142.93.239.222:45660 142.93.239.222:443         
0      0      142.93.239.222:33906 142.93.239.222:443         
0      0      142.93.239.222:55624 142.93.239.222:443         
0      0      142.93.239.222:57404 142.93.239.222:443         
0      0      142.93.239.222:55784 142.93.239.222:443         
0      0      142.93.239.222:53368 142.93.239.222:443         
0      0      142.93.239.222:35100 142.93.239.222:443         
0      0      142.93.239.222:36196 142.93.239.222:443         
0      0      142.93.239.222:53610 142.93.239.222:443         
0      0      142.93.239.222:40210 142.93.239.222:443         
0      0      142.93.239.222:40474 142.93.239.222:443         
0      0      142.93.239.222:36446 142.93.239.222:443         
0      0      142.93.239.222:38808 142.93.239.222:443         
0      0      142.93.239.222:54362 142.93.239.222:443         
0      0      142.93.239.222:58290 142.93.239.222:443         
0      0      142.93.239.222:53334 142.93.239.222:443         
0      0      142.93.239.222:36178 142.93.239.222:443         
0      0      142.93.239.222:39268 142.93.239.222:443         
0      0      142.93.239.222:39812 142.93.239.222:443         
0      0      142.93.239.222:57548 142.93.239.222:443         
0      0      142.93.239.222:33914 142.93.239.222:443         
0      0      142.93.239.222:56510 142.93.239.222:443         
0      0      142.93.239.222:42002 142.93.239.222:443         
0      0      142.93.239.222:40788 142.93.239.222:443         
0      0      142.93.239.222:44816 142.93.239.222:443         
0      0      142.93.239.222:38020 142.93.239.222:443         
0      0      142.93.239.222:36058 142.93.239.222:443         
0      0      142.93.239.222:39258 142.93.239.222:443         
0      0      142.93.239.222:35964 142.93.239.222:443         
0      0      142.93.239.222:35036 142.93.239.222:443         
0      0      142.93.239.222:37484 142.93.239.222:443         
0      0      142.93.239.222:35428 142.93.239.222:443         
0      0      142.93.239.222:37238 142.93.239.222:443         
0      0      142.93.239.222:35610 142.93.239.222:443         
0      0      142.93.239.222:45974 142.93.239.222:443         
0      0      142.93.239.222:33590 142.93.239.222:443         
0      0      142.93.239.222:55216 142.93.239.222:443         
0      0      142.93.239.222:37414 142.93.239.222:443         
0      0      142.93.239.222:37472 142.93.239.222:443         
0      0      142.93.239.222:55120 142.93.239.222:443         
0      0      142.93.239.222:54366 142.93.239.222:443         
0      0      142.93.239.222:39538 142.93.239.222:443         
0      0      142.93.239.222:39828 142.93.239.222:443         
0      0      142.93.239.222:36564 142.93.239.222:443         
0      0      142.93.239.222:36206 142.93.239.222:443         
0      0      142.93.239.222:40022 142.93.239.222:443         
0      0      142.93.239.222:54998 142.93.239.222:443         
0      0      142.93.239.222:45202 142.93.239.222:443         
0      0      142.93.239.222:39500 142.93.239.222:443         
0      0      142.93.239.222:34008 142.93.239.222:443         
0      0      142.93.239.222:35678 142.93.239.222:443         
0      0      142.93.239.222:37794 142.93.239.222:443         
0      0      142.93.239.222:37554 142.93.239.222:443         
0      0      142.93.239.222:41850 142.93.239.222:443         
0      0      142.93.239.222:36704 142.93.239.222:443         
0      0      142.93.239.222:37224 142.93.239.222:443         
0      0      142.93.239.222:44382 142.93.239.222:443         
0      0      142.93.239.222:55904 142.93.239.222:443         
0      0      142.93.239.222:33660 142.93.239.222:443         
0      0      142.93.239.222:34040 142.93.239.222:443         
0      0      142.93.239.222:36390 142.93.239.222:443         
0      0      142.93.239.222:36908 142.93.239.222:443         
0      0      142.93.239.222:45300 142.93.239.222:443         
0      0      142.93.239.222:34544 142.93.239.222:443         
0      0      142.93.239.222:36824 142.93.239.222:443         
0      0      142.93.239.222:33804 142.93.239.222:443         
0      0      142.93.239.222:43276 142.93.239.222:443         
0      0      142.93.239.222:42306 142.93.239.222:443         
0      0      142.93.239.222:56156 142.93.239.222:443         
0      0      142.93.239.222:44454 142.93.239.222:443         
0      0      142.93.239.222:36686 142.93.239.222:443         
0      0      142.93.239.222:36334 142.93.239.222:443         
0      0      142.93.239.222:55108 142.93.239.222:443         
0      0      142.93.239.222:37034 142.93.239.222:443         
0      0      142.93.239.222:33674 142.93.239.222:443         
0      0      142.93.239.222:40094 142.93.239.222:443         
0      0      142.93.239.222:42900 142.93.239.222:443         
0      0      142.93.239.222:35356 142.93.239.222:443         
0      0      142.93.239.222:33554 142.93.239.222:443         
0      0      142.93.239.222:43510 142.93.239.222:443         
0      0      142.93.239.222:39974 142.93.239.222:443         
0      0      142.93.239.222:35204 142.93.239.222:443         
0      0      142.93.239.222:33496 142.93.239.222:443         
0      0      142.93.239.222:54260 142.93.239.222:443         
0      0      142.93.239.222:35504 142.93.239.222:443         
0      0      142.93.239.222:57646 142.93.239.222:443         
0      0      142.93.239.222:57620 142.93.239.222:443         
0      0      142.93.239.222:42546 142.93.239.222:443         
0      0      142.93.239.222:44472 142.93.239.222:443         
0      0      142.93.239.222:35420 142.93.239.222:443         
0      0      142.93.239.222:40496 142.93.239.222:443         
0      0      142.93.239.222:53846 142.93.239.222:443         
0      0      142.93.239.222:44916 142.93.239.222:443         
0      0      142.93.239.222:54184 142.93.239.222:443         
0      0      142.93.239.222:54882 142.93.239.222:443         
0      0      142.93.239.222:44964 142.93.239.222:443         
0      0      142.93.239.222:34704 142.93.239.222:443         
0      0      142.93.239.222:35702 142.93.239.222:443         
0      0      142.93.239.222:34562 142.93.239.222:443         
0      0      142.93.239.222:41036 142.93.239.222:443         
0      0      142.93.239.222:33328 142.93.239.222:443         
0      0      142.93.239.222:33682 142.93.239.222:443         
0      0      142.93.239.222:33418 142.93.239.222:443         
0      0      142.93.239.222:40690 142.93.239.222:443         
0      0      142.93.239.222:57804 142.93.239.222:443         
0      0      142.93.239.222:34128 142.93.239.222:443         
0      0      142.93.239.222:42388 142.93.239.222:443         
0      0      142.93.239.222:41752 142.93.239.222:443         
0      0      142.93.239.222:34086 142.93.239.222:443         
0      0      142.93.239.222:33846 142.93.239.222:443         
0      0      142.93.239.222:39626 142.93.239.222:443         
0      0      142.93.239.222:38848 142.93.239.222:443         
0      0      142.93.239.222:56620 142.93.239.222:443         
0      0      142.93.239.222:37412 142.93.239.222:443         
0      0      142.93.239.222:40204 142.93.239.222:443         
0      0      142.93.239.222:44958 142.93.239.222:443         
0      0      142.93.239.222:34014 142.93.239.222:443         
0      0      142.93.239.222:54936 142.93.239.222:443         
0      0      142.93.239.222:37532 142.93.239.222:443         
0      0      142.93.239.222:45968 142.93.239.222:443         
0      0      142.93.239.222:38498 142.93.239.222:443         
0      0      142.93.239.222:43662 142.93.239.222:443         
0      0      142.93.239.222:43236 142.93.239.222:443         
0      0      142.93.239.222:34518 142.93.239.222:443         
0      0      142.93.239.222:42726 142.93.239.222:443         
0      0      142.93.239.222:53572 142.93.239.222:443         
0      0      142.93.239.222:38518 142.93.239.222:443         
0      0      142.93.239.222:42708 142.93.239.222:443         
0      0      142.93.239.222:33466 142.93.239.222:443         
0      0      142.93.239.222:35404 142.93.239.222:443         
0      0      142.93.239.222:41726 142.93.239.222:443         
0      0      142.93.239.222:36484 142.93.239.222:443         
0      0      142.93.239.222:41350 142.93.239.222:443         
0      0      142.93.239.222:55426 142.93.239.222:443         
0      0      142.93.239.222:37028 142.93.239.222:443         
0      0      142.93.239.222:55014 142.93.239.222:443         
0      0      142.93.239.222:44390 142.93.239.222:443         
0      0      142.93.239.222:54958 142.93.239.222:443         
0      0      142.93.239.222:45312 142.93.239.222:443         
0      0      142.93.239.222:34712 142.93.239.222:443         
0      0      142.93.239.222:40068 142.93.239.222:443         
0      0      142.93.239.222:37790 142.93.239.222:443         
0      0      142.93.239.222:40824 142.93.239.222:443         
0      0      142.93.239.222:54550 142.93.239.222:443         
0      0      142.93.239.222:38028 142.93.239.222:443         
0      0      142.93.239.222:35982 142.93.239.222:443         
0      0      142.93.239.222:33520 142.93.239.222:443         
0      0      142.93.239.222:36410 142.93.239.222:443         
0      0      142.93.239.222:45632 142.93.239.222:443         
0      0      142.93.239.222:36100 142.93.239.222:443         
0      0      142.93.239.222:38446 142.93.239.222:443         
0      0      142.93.239.222:39418 142.93.239.222:443         
0      0      142.93.239.222:44062 142.93.239.222:443         
0      0      142.93.239.222:37866 142.93.239.222:443         
0      0      142.93.239.222:37420 142.93.239.222:443         
0      0      142.93.239.222:41738 142.93.239.222:443         
0      0      142.93.239.222:42266 142.93.239.222:443         
0      0      142.93.239.222:40932 142.93.239.222:443         
0      0      142.93.239.222:33596 142.93.239.222:443         
0      0      142.93.239.222:40328 142.93.239.222:443         
0      0      142.93.239.222:33410 142.93.239.222:443         
0      0      142.93.239.222:37538 142.93.239.222:443         
0      0      142.93.239.222:54148 142.93.239.222:443         
0      0      142.93.239.222:43600 142.93.239.222:443         
0      0      142.93.239.222:41870 142.93.239.222:443         
0      0      142.93.239.222:33958 142.93.239.222:443         
0      0      142.93.239.222:33784 142.93.239.222:443         
0      0      142.93.239.222:53618 142.93.239.222:443         
0      0      142.93.239.222:41906 142.93.239.222:443         
0      0      142.93.239.222:34146 142.93.239.222:443         
0      0      142.93.239.222:37850 142.93.239.222:443         
0      0      142.93.239.222:36868 142.93.239.222:443         
0      0      142.93.239.222:44274 142.93.239.222:443         
0      0      142.93.239.222:36718 142.93.239.222:443         
0      0      142.93.239.222:36530 142.93.239.222:443         
0      0      142.93.239.222:36008 142.93.239.222:443         
0      0      142.93.239.222:54582 142.93.239.222:443         
0      0      142.93.239.222:36710 142.93.239.222:443         
0      0      142.93.239.222:58194 142.93.239.222:443         
0      0      142.93.239.222:36030 142.93.239.222:443         
0      0      142.93.239.222:40468 142.93.239.222:443         
0      0      142.93.239.222:53286 142.93.239.222:443         
0      0      142.93.239.222:37256 142.93.239.222:443         
0      0      142.93.239.222:56660 142.93.239.222:443         
0      0      142.93.239.222:39770 142.93.239.222:443         
0      0      142.93.239.222:56256 142.93.239.222:443         
0      0      142.93.239.222:39120 142.93.239.222:443         
0      0      142.93.239.222:33938 142.93.239.222:443         
0      0      142.93.239.222:33832 142.93.239.222:443         
0      0      142.93.239.222:36264 142.93.239.222:443         
0      0      142.93.239.222:43742 142.93.239.222:443         
0      0      142.93.239.222:43764 142.93.239.222:443         
0      0      142.93.239.222:35128 142.93.239.222:443         
0      0      142.93.239.222:56242 142.93.239.222:443         
0      0      142.93.239.222:45428 142.93.239.222:443         
0      0      142.93.239.222:36912 142.93.239.222:443         
0      0      142.93.239.222:43270 142.93.239.222:443         
0      0      142.93.239.222:55136 142.93.239.222:443         
0      0      142.93.239.222:56192 142.93.239.222:443         
0      0      142.93.239.222:37854 142.93.239.222:443         
0      0      142.93.239.222:36466 142.93.239.222:443         
0      0      142.93.239.222:41118 142.93.239.222:443         
0      0      142.93.239.222:36270 142.93.239.222:443         
0      0      142.93.239.222:41836 142.93.239.222:443         
0      0      142.93.239.222:42336 142.93.239.222:443         
0      0      142.93.239.222:53782 142.93.239.222:443         
0      0      142.93.239.222:36296 142.93.239.222:443         
0      0      142.93.239.222:56672 142.93.239.222:443         
0      0      142.93.239.222:36144 142.93.239.222:443         
0      0      142.93.239.222:43098 142.93.239.222:443         
0      0      142.93.239.222:38576 142.93.239.222:443         
0      0      142.93.239.222:37252 142.93.239.222:443         
0      0      142.93.239.222:39670 142.93.239.222:443         
0      0      142.93.239.222:41236 142.93.239.222:443         
0      0      142.93.239.222:45878 142.93.239.222:443         
0      0      142.93.239.222:55592 142.93.239.222:443         
0      0      142.93.239.222:55224 142.93.239.222:443         
0      0      142.93.239.222:40422 142.93.239.222:443         
0      0      142.93.239.222:33830 142.93.239.222:443         
0      0      142.93.239.222:36262 142.93.239.222:443         
0      0      142.93.239.222:54056 142.93.239.222:443         
0      0      142.93.239.222:34000 142.93.239.222:443         
0      0      142.93.239.222:35600 142.93.239.222:443         
0      0      142.93.239.222:43480 142.93.239.222:443         
0      0      142.93.239.222:41912 142.93.239.222:443         
0      0      142.93.239.222:39046 142.93.239.222:443         
0      0      142.93.239.222:34016 142.93.239.222:443         
0      0      142.93.239.222:53670 142.93.239.222:443         
0      0      142.93.239.222:53962 142.93.239.222:443         
0      0      142.93.239.222:33358 142.93.239.222:443         
0      0      142.93.239.222:40008 142.93.239.222:443         
0      0      142.93.239.222:33536 142.93.239.222:443         
0      0      142.93.239.222:35516 142.93.239.222:443         
0      0      142.93.239.222:34024 142.93.239.222:443         
0      0      142.93.239.222:36170 142.93.239.222:443         
0      0      142.93.239.222:43798 142.93.239.222:443         
0      0      142.93.239.222:44446 142.93.239.222:443         
0      0      142.93.239.222:35274 142.93.239.222:443         
0      0      142.93.239.222:43700 142.93.239.222:443         
0      0      142.93.239.222:53546 142.93.239.222:443         
0      0      142.93.239.222:35542 142.93.239.222:443         
0      0      142.93.239.222:37054 142.93.239.222:443         
0      0      142.93.239.222:34018 142.93.239.222:443         
0      0      142.93.239.222:36690 142.93.239.222:443         
0      0      142.93.239.222:37948 142.93.239.222:443         
0      0      142.93.239.222:37482 142.93.239.222:443         
0      0      142.93.239.222:44090 142.93.239.222:443         
0      0      142.93.239.222:43576 142.93.239.222:443         
0      0      142.93.239.222:40330 142.93.239.222:443         
0      0      142.93.239.222:35470 142.93.239.222:443         
0      0      142.93.239.222:37492 142.93.239.222:443         
0      0      142.93.239.222:45630 142.93.239.222:443         
0      0      142.93.239.222:34088 142.93.239.222:443         
0      0      142.93.239.222:39568 142.93.239.222:443         
0      0      142.93.239.222:33534 142.93.239.222:443         
0      0      142.93.239.222:56492 142.93.239.222:443         
0      0      142.93.239.222:37436 142.93.239.222:443         
0      0      142.93.239.222:39922 142.93.239.222:443         
0      0      142.93.239.222:53380 142.93.239.222:443         
0      0      142.93.239.222:45954 142.93.239.222:443         
0      0      142.93.239.222:41794 142.93.239.222:443         
0      0      142.93.239.222:44342 142.93.239.222:443         
0      0      142.93.239.222:37940 142.93.239.222:443         
0      0      142.93.239.222:57018 142.93.239.222:443         
0      0      142.93.239.222:37334 142.93.239.222:443         
0      0      142.93.239.222:40282 142.93.239.222:443         
0      0      142.93.239.222:35620 142.93.239.222:443         
0      0      142.93.239.222:54026 142.93.239.222:443         
0      0      142.93.239.222:36280 142.93.239.222:443         
0      0      142.93.239.222:54896 142.93.239.222:443         
0      0      142.93.239.222:55602 142.93.239.222:443         
0      0      142.93.239.222:55204 142.93.239.222:443         
0      0      142.93.239.222:42606 142.93.239.222:443         
0      0      142.93.239.222:41148 142.93.239.222:443         
0      0      142.93.239.222:45726 142.93.239.222:443         
0      0      142.93.239.222:40020 142.93.239.222:443         
0      0      142.93.239.222:36770 142.93.239.222:443         
0      0      142.93.239.222:44078 142.93.239.222:443         
